##grflangid 0x39
# This is the Japanese language file

# GRF name and description definitions
STR_GRF_NAME				:TIAS 0.1.5
STR_CNT9000_8_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 8{}{BLACK}{TRAIN} Company (until 1999): {ORANGE}Housing and開発 Corporation{}{BLACK}{TRAIN} Company (1999-2004): {PURPLE}Urban開発 Corporation{}{BLACK}{TRAIN} Company (from 2004): {DKGREEN}Chiba New Town鉄道{}{BLACK}使い方：{GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Cannot be attached to any other train.{}
STR_CNT9000_CANNOT_START			:... 車両多すぎ。
STR_CNT9000_CANNOT_ATTACH_OTHER 	:... no other cars can be attached.

# 京成 Type 3600
STR_KS3600_2_NAME				:{LTBLUE}京成 {BLACK}3600 Type (2 cars)
STR_KS3600_2_ADDITIONAL_TEXT	:{BLACK}車両：{GOLD} 2{}{BLACK}{TRAIN} 会社： {LTBLUE}京成電気鉄道{}{BLACK}使い方：{GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Can only be attached to 3600 Type 2-car units.{}
STR_KS3600_6_NAME				:{LTBLUE}京成 {BLACK}3600 Type (6 cars)
STR_KS3600_6_ADDITIONAL_TEXT	:{BLACK}車両：{GOLD} 6{}{BLACK}{TRAIN} 会社： {LTBLUE}京成電気鉄道{}{BLACK}使い方：{GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Cannot be attached to any other train.{}
STR_KS3600_8_NAME				:{LTBLUE}京成 {BLACK}/ {GREEN}SY {BLACK}3600 Type (8 cars)
STR_KS3600_8_ADDITIONAL_TEXT	:{BLACK}車両：{GOLD} 8{}{BLACK}{TRAIN} 会社： {LTBLUE}京成電気鉄道{BLACK} or{GREEN} Shibayama鉄道{}{BLACK}使い方：{GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Will appear at random as Shibayama鉄道 train after 2003. Cannot be attached to any other train.{}
STR_KS3600_CANNOT_START			:... 車両多すぎ。
STR_KS3600_CANNOT_ATTACH_OTHER 	:... no other cars can be attached.

# 京急 Type 1500
STR_KQ1500KS_4_NAME					:{RED}KQ {BLACK}1500 Type (4 cars)
STR_KQ1500KS_4_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 4{}{BLACK}{TRAIN} 会社： {RED}Keihin Express電気鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Can only be attached to 1500 Type 4-car units.{}
STR_KQ1500KS_6_NAME					:{RED}KQ {BLACK}1500 Type (6 cars)
STR_KQ1500KS_6_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 6{}{BLACK}{TRAIN} 会社： {RED}Keihin Express電気鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Cannot be attached to any other train.{}
STR_KQ1500KS_8_NAME					:{RED}KQ {BLACK}1500 Type (8 cars)
STR_KQ1500KS_8_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 8{}{BLACK}{TRAIN} 会社： {RED}Keihin Express電気鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Cannot be attached to any other train.{}
STR_KQ1500KS_CANNOT_START			:... 車両多すぎ。８輌編成以上。
STR_KQ1500KS_CANNOT_ATTACH_OTHER 	:... no other cars can be attached, other than 1500 Type 4-car units.
STR_KQ1500KQ_4_NAME					:{RED}KQ {BLACK}1500 Type (4 cars) {GREEN} GROUP 2 
STR_KQ1500KQ_4_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 4{}{BLACK}{TRAIN} 会社： {RED}Keihin Express電気鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Can only be attached to other 京急 Group 2 units.{}
STR_KQ1500KQ_6_NAME					:{RED}KQ {BLACK}1500 Type (6 cars) 
STR_KQ1500KQ_6_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 6{}{BLACK}{TRAIN} 会社： {RED}Keihin Express電気鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Can only be attached to 京急 1500 6-car units.{}
STR_KQ1500KQ_8_NAME					:{RED}KQ {BLACK}1500 Type (8 cars) {GREEN} GROUP 2 
STR_KQ1500KQ_8_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 8{}{BLACK}{TRAIN} 会社： {RED}Keihin Express電気鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Can only have other 京急 Group 2 units attached.{}
STR_KQ1500KQ_CANNOT_START			:... 車両多すぎ。１２輌編成以上。
STR_KQ1500KQ_CANNOT_ATTACH_OTHER 	:... no other cars can be attached, other than in the description.

# 新京成 Type 8800
STR_SKS8800_6_NAME					:{CREAM}SKS {BLACK}8800 Type (6 cars)
STR_SKS8800_6_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 6{}{BLACK}{TRAIN} 会社： {CREAM}新京成電気鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Cannot be attached to any other train.{}
STR_SKS8800_8_NAME					:{CREAM}SKS {BLACK}8800 Type (8 cars)
STR_SKS8800_8_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 8{}{BLACK}{TRAIN} 会社： {CREAM}新京成電気鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Cannot be attached to any other train.{}
STR_SKS8800_CANNOT_START			:... 車両多すぎ。８輌編成以上。
STR_SKS8800_CANNOT_ATTACH_OTHER 	:... no other cars can be attached.

# 京成 Type 3700
STR_KS3700_6_NAME				:{LTBLUE}京成 {BLACK}3700 Type (6 cars)
STR_KS3700_6_ADDITIONAL_TEXT	:{BLACK}車両：{GOLD} 8{}{BLACK}{TRAIN} 会社： {LTBLUE}京成電気鉄道{}{BLACK}使い方：{GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Cannot be attached to any other train.{}
STR_KS3700_8_NAME				:{LTBLUE}京成 {BLACK}/ {YELLOW}HKT {BLACK}3700/7300 Type (8 cars)
STR_KS3700_8_ADDITIONAL_TEXT	:{BLACK}車両：{GOLD} 8{}{BLACK}{TRAIN} 会社： {LTBLUE}京成電気鉄道{BLACK} or{YELLOW}北総開発鉄道{}{BLACK}使い方：{GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Will appear as 京成 or 北総 unit at random. Cannot be attached to any other train.{}
STR_KS3700_CANNOT_START			:... 車両多すぎ。
STR_KS3700_CANNOT_ATTACH_OTHER 	:... no other cars can be attached.

# Toei Type 5300
STR_TOEI5300_NAME					:{WHITE}Toei {BLACK}5300 Type (8 cars)
STR_TOEI5300_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 8{}{BLACK}{TRAIN} 会社： {WHITE} Tokyo Metropolitan Bureau of Transport{}{BLACK}使い方：{GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Cannot be attached to any other train.{}
STR_TOEI5300_CANNOT_START			:... 車両多すぎ。
STR_TOEI5300_CANNOT_ATTACH_OTHER 	:... no other cars can be attached.

# 京成 Type AE100
STR_KSAE100_NAME					:{LTBLUE}京成 {BLACK}AE100 Type (8 cars)
STR_KSAE100_ADDITIONAL_TEXT			:{BLACK}車両：{GOLD} 8{}{BLACK}{TRAIN} 会社： {LTBLUE}京成電気鉄道{}{BLACK}使い方：{GOLD} Express services (Skyliner){}{GOLD}NOTES: {BLACK}Cannot be attached to any other train.{}
STR_KSAE100_CANNOT_START			:... 車両多すぎ。
STR_KSAE100_CANNOT_ATTACH_OTHER 	:... no other cars can be attached.

# 北総 Kaihatsu Type 7150
STR_HKT7150_NAME					:{YELLOW}HKT {BLACK}7150 Type (4 cars)
STR_HKT7150_ADDITIONAL_TEXT			:{BLACK}車両：{GOLD} 4{}{BLACK}{TRAIN} 会社： {YELLOW}北総開発鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Leased from 京成. Can only be attached to 7050 Type units.{}
STR_HKT7150_CANNOT_START			:... 車両多すぎ。８輌編成以上。
STR_HKT7150_CANNOT_ATTACH_OTHER 	:... no other cars can be attached, other than 7150 Type.

# Chiba Express Type 1000
STR_CE1000_NAME					:{BLUE}CE {BLACK}1000 Type (4 cars)
STR_CE1000_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 4{}{BLACK}{TRAIN} 会社： {BLUE}Chiba Express鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Leased from 京成/京急. Cannot be attached to any other train.{}
STR_CE1000_CANNOT_START			:... 車両多すぎ。４輌編成以上。
STR_CE1000_CANNOT_ATTACH_OTHER 	:... no other cars can be attached.

# 京成 Type 3400
STR_KS3400_NAME					:{LTBLUE}京成 {BLACK}3400 Type (8 cars)
STR_KS3400_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 8{}{BLACK}{TRAIN} 会社： {LTBLUE}京成電気鉄道{}{BLACK}使い方：{GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Cannot be attached to any other train.{}
STR_KS3400_CANNOT_START			:... 車両多すぎ。
STR_KS3400_CANNOT_ATTACH_OTHER 	:... no other cars can be attached.

# 新京成 Type 8900
STR_SKS8900_NAME					:{CREAM}SKS {BLACK}8900 Type (8 cars)
STR_SKS8900_ADDITIONAL_TEXT			:{BLACK}車両：{GOLD} 8{}{BLACK}{TRAIN} 会社： {CREAM}新京成電気鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Cannot be attached to any other train.{}
STR_SKS8900_CANNOT_START			:... 車両多すぎ。
STR_SKS8900_CANNOT_ATTACH_OTHER 	:... no other cars can be attached.

# Chiba Express Type 3050
STR_CE3050_NAME						:{BLUE}CE {BLACK}3050 Type (4 cars)
STR_CE3050_ADDITIONAL_TEXT			:{BLACK}車両：{GOLD} 4{}{BLACK}{TRAIN} 会社： {BLUE}Chiba Express鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Leased from 京成. Cannot be attached to any other train.{}
STR_CE3050_CANNOT_START				:... 車両多すぎ。４輌編成以上。
STR_CE3050_CANNOT_ATTACH_OTHER		:... no other cars can be attached.

# Chiba New Town Type 9100
STR_CNT9100_NAME					:{ORANGE}JTSK{BLACK}/{PURPLE}UDC{BLACK}/{DKGREEN}CNT {BLACK}9100 Type (8 cars)
STR_CNT9100_ADDITIONAL_TEXT			:{BLACK}車両：{GOLD} 8{}{BLACK}{TRAIN} Company (until 1999): {ORANGE}Housing and開発 Corporation{}{BLACK}{TRAIN} Company (1999-2004): {PURPLE}Urban開発 Corporation{}{BLACK}{TRAIN} Company (from 2004): {DKGREEN}Chiba New Town鉄道{}{BLACK}使い方：{GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Cannot be attached to any other train.{}
STR_CNT9100_CANNOT_START			:... 車両多すぎ。
STR_CNT9100_CANNOT_ATTACH_OTHER		:... no other cars can be attached.

# 京急 Type 600, 3rd Series
STR_KQ600_3KS_4_NAME					:{RED}KQ {BLACK}600 3 Type (4 cars)
STR_KQ600_3KS_4_ADDITIONAL_TEXT			:{BLACK}車両：{GOLD} 4{}{BLACK}{TRAIN} 会社： {RED}Keihin Express電気鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Can only be attached to 600 3 Type 4-car units.{}
STR_KQ600_3KS_8_NAME					:{RED}KQ {BLACK}600 3 Type (8 cars)
STR_KQ600_3KS_8_ADDITIONAL_TEXT			:{BLACK}車両：{GOLD} 8{}{BLACK}{TRAIN} 会社： {RED}Keihin Express電気鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Will appear as KEIKYU SKY BLUE TRAIN after 2005 at random. Cannot be attached to any other train.{}
STR_KQ600_3KS_CANNOT_START				:... 車両多すぎ。１２輌編成以上。
STR_KQ600_3KS_CANNOT_ATTACH_OTHER		:... no other cars can be attached, other than 600 3 Type 4-car units.
STR_KQ600_3KQ_4_NAME					:{RED}KQ {BLACK}600 3 Type (4 cars) {GREEN} GROUP 2 
STR_KQ600_3KQ_4_ADDITIONAL_TEXT			:{BLACK}車両：{GOLD} 4{}{BLACK}{TRAIN} 会社： {RED}Keihin Express電気鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Can be attached to other 京急 Group 2 units.{}
STR_KQ600_3KQ_8_NAME					:{RED}KQ {BLACK}600 3 Type (8 cars) {GREEN} GROUP 2 
STR_KQ600_3KQ_8_ADDITIONAL_TEXT			:{BLACK}車両：{GOLD} 8{}{BLACK}{TRAIN} 会社： {RED}Keihin Express電気鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Will appear as KEIKYU SKY BLUE TRAIN after 2005 at random. {BLACK}Can only have other 京急 Group 2 units attached{}
STR_KQ600_3KQ_CANNOT_START				:... 車両多すぎ。１２輌編成以上。
STR_KQ600_3KQ_CANNOT_ATTACH_OTHER		:... no other cars can be attached, other than in the description.

# 北総 Kaihatsu Type 7050
STR_HKT7050_NAME					:{YELLOW}HKT {BLACK}7050 Type (4 cars)
STR_HKT7050_ADDITIONAL_TEXT			:{BLACK}車両：{GOLD} 4{}{BLACK}{TRAIN} 会社： {YELLOW}北総開発鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Leased from 京成. Can only be attached to 7050 Type units.{}
STR_HKT7050_CANNOT_START			:... 車両多すぎ。８輌編成以上。
STR_HKT7050_CANNOT_ATTACH_OTHER 	:... no other cars can be attached, other than 7050 Type.

# Chiba Express Type 3100
STR_CE3100_NAME					:{BLUE}CE {BLACK}3100 Type (4 cars)
STR_CE3100_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 4{}{BLACK}{TRAIN} 会社： {BLUE}Chiba Express鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Leased from 京成. Cannot be attached to any other train.{}
STR_CE3100_CANNOT_START			:... 車両多すぎ。４輌編成以上。
STR_CE3100_CANNOT_ATTACH_OTHER 	:... no other cars can be attached.

# Chiba Express Type 3150
STR_CE3150_NAME					:{BLUE}CE {BLACK}3150 Type (4 cars)
STR_CE3150_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 4{}{BLACK}{TRAIN} 会社： {BLUE}Chiba Express鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Leased from 京成. Cannot be attached to any other train.{}
STR_CE3150_CANNOT_START			:... 車両多すぎ。４輌編成以上。
STR_CE3150_CANNOT_ATTACH_OTHER 	:... no other cars can be attached.

# 京急 Type 1000, 2nd Series
STR_KQ1000_2KS_4_NAME					:{RED}KQ {BLACK}1000 2 Type (4 cars)
STR_KQ1000_2KS_4_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 4{}{BLACK}{TRAIN} 会社： {RED}Keihin Express電気鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Can only be attached to 1000 3 Type 4-car units.{}
STR_KQ1000_2KS_8_NAME					:{RED}KQ {BLACK}1000 2 Type (8 cars)
STR_KQ1000_2KS_8_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 8{}{BLACK}{TRAIN} 会社： {RED}Keihin Express電気鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Will appear as KEIKYU SKY BLUE TRAIN after 2005 at random. Cannot be attached to any other train.{}
STR_KQ1000_2KS_CANNOT_START				:... 車両多すぎ。１２輌編成以上。
STR_KQ1000_2KS_CANNOT_ATTACH_OTHER		:... no other cars can be attached, other than 1000 3 Type 4-car units.
STR_KQ1000_2KQ_4_NAME					:{RED}KQ {BLACK}1000 2 Type (4 cars) {GREEN} GROUP 2 
STR_KQ1000_2KQ_4_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 4{}{BLACK}{TRAIN} 会社： {RED}Keihin Express電気鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Can be attached to other 京急 Group 2 units.{}
STR_KQ1000_2KQ_8_NAME					:{RED}KQ {BLACK}1000 2 Type (8 cars) {GREEN} GROUP 2 
STR_KQ1000_2KQ_8_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 8{}{BLACK}{TRAIN} 会社： {RED}Keihin Express電気鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Will appear as KEIKYU SKY BLUE TRAIN after 2005 at random. {BLACK}Can only have other 京急 Group 2 units attached{}
STR_KQ1000_2KQ_CANNOT_START				:... 車両多すぎ。１２輌編成以上。
STR_KQ1000_2KQ_CANNOT_ATTACH_OTHER		:... no other cars can be attached, other than in the description.

# 北総 Kaihatsu Type 7250
STR_HKT7250_NAME					:{YELLOW}HKT {BLACK}7250 Type (4 cars)
STR_HKT7250_ADDITIONAL_TEXT			:{BLACK}車両：{GOLD} 4{}{BLACK}{TRAIN} 会社： {YELLOW}北総開発鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Leased from 京成. Can only be attached to 7250 Type units.{}
STR_HKT7250_CANNOT_START			:... 車両多すぎ。８輌編成以上。
STR_HKT7250_CANNOT_ATTACH_OTHER 	:... no other cars can be attached, other than 7250 Type.

# 京成 Type 3000, 2nd Series
STR_KS3000_2_6_NAME					:{LTBLUE}京成 {BLACK}3000 2nd Type (6 cars)
STR_KS3000_2_6_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 6{}{BLACK}{TRAIN} 会社： {LTBLUE}京成電気鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Cannot be attached to any other train.{}
STR_KS3000_2_8_NAME					:{LTBLUE}京成 {BLACK}/ {YELLOW}HT {BLACK}3000 2nd / 7500 Type (8 cars)
STR_KS3000_2_8_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 8{}{BLACK}{TRAIN} 会社： {LTBLUE}京成電気鉄道{BLACK} or{YELLOW}北総鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Will appear as 京成 or 北総 unit at random. Cannot be attached to any other train.{}
STR_KS3000_2_CANNOT_START			:... 車両多すぎ。
STR_KS3000_2_CANNOT_ATTACH_OTHER 	:... no other cars can be attached.

# 新京成 Type N800
STR_SKSN800_NAME					:{CREAM}SKS {BLACK}N800 Type (6 cars)
STR_SKSN800_ADDITIONAL_TEXT			:{BLACK}車両：{GOLD} 6{}{BLACK}{TRAIN} 会社： {CREAM}新京成電気鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Cannot be attached to any other train.{}
STR_SKSN800_CANNOT_START			:... 車両多すぎ。
STR_SKSN800_CANNOT_ATTACH_OTHER 	:... no other cars can be attached.

# 北総 Type 7260
STR_HT7260_NAME					:{YELLOW}HT {BLACK}7260 Type (4 cars)
STR_HT7260_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 4{}{BLACK}{TRAIN} 会社： {YELLOW}北総鉄道{}{BLACK}使い方： {GOLD}通勤列車{}{GOLD}NOTES: {BLACK}Leased from 京成. Cannot be attached to any other train.{}
STR_HT7260_CANNOT_START			:... 車両多すぎ。
STR_HT7260_CANNOT_ATTACH_OTHER 	:... no other cars can be attached.

# 京成 Type AE2
STR_KSAE2_NAME					:{LTBLUE}京成 {BLACK}AE2 Type (8 cars)
STR_KSAE2_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 8{}{BLACK}{TRAIN} 会社： {LTBLUE}京成電気鉄道{}{BLACK}使い方：{GOLD} Express services (Skyliner){}{GOLD}NOTES: {BLACK}Cannot be attached to any other train.{}
STR_KSAE2_CANNOT_START			:... 車両多すぎ。
STR_KSAE2_CANNOT_ATTACH_OTHER 	:... no other cars can be attached.

# 京成 Type 3050, 2nd Series
STR_KS3050_2_NAME					:{LTBLUE}京成 {BLACK}3050 2nd / 7500 Type (8 cars)
STR_KS3050_2_ADDITIONAL_TEXT		:{BLACK}車両：{GOLD} 8{}{BLACK}{TRAIN} 会社： {LTBLUE}京成電気鉄道{}{BLACK}使い方： {GOLD} Fast commuter services.{}{GOLD}NOTES: {BLACK}Cannot be attached to any other train.{}
STR_KS3050_2_CANNOT_START			:... 車両多すぎ。
STR_KS3050_2_CANNOT_ATTACH_OTHER 	:... no other cars can be attached.
